accident_id,accident_date,state,road_type,cause,weather,light_condition,vehicle_type,severity,casualties,fatalities,speed_kmph
ACC00608,2018-12-02 22:00,Tamil Nadu,Urban Road,Over Speeding,Hazy,Night - No Light,Auto-Rickshaw,Fatal,0,0,47.0
ACC00609,2019-11-17 06:00,Rajasthan,Expressway,Wrong Side Driving,Hazy,Dawn/Dusk,Pedestrian,Serious,1,1,42.0
ACC00610,2019-04-26 11:00,Tamil Nadu,National Highway,Drunk Driving,Foggy,Daylight,Two-Wheeler,Fatal,0,0,76.2
ACC00611,2023-02-28 09:00,Karnataka,Urban Road,Drunk Driving,Clear,Night - Street Lit,Bus,Minor,2,1,78.8
ACC00612,2020-10-24 13:00,Tamil Nadu,Expressway,Drunk Driving,Clear,Daylight,Auto-Rickshaw,Minor,3,0,2.2
ACC00613,2018-08-20 05:00,West Bengal,Rural Road,Vehicle Failure,Foggy,Night - No Light,Car,Serious,3,2,24.1
ACC00614,2020-05-19 14:00,Maharashtra,Expressway,Vehicle Failure,Foggy,Daylight,Auto-Rickshaw,Fatal,0,0,64.8
ACC00615,2019-05-01 16:00,Karnataka,Expressway,Signal Jumping,Clear,Dawn/Dusk,Truck,Serious,0,0,0.3
ACC00616,2018-10-06 02:00,Uttar Pradesh,Expressway,Poor Road Condition,Hazy,Night - Street Lit,Car,Fatal,3,1,2.9
ACC00617,2021-11-15 13:00,West Bengal,National Highway,Bad Weather,Windy,Night - Street Lit,Pedestrian,Serious,1,0,65.7
ACC00618,2019-03-14 08:00,Odisha,Rural Road,Drunk Driving,Clear,Daylight,Truck,Fatal,4,1,109.4
ACC00619,2019-10-27 10:00,Bihar,National Highway,Poor Road Condition,Rainy,Night - No Light,Truck,Serious,0,0,22.1
ACC00620,2023-08-17 19:00,Gujarat,National Highway,Poor Road Condition,Clear,Daylight,Pedestrian,Minor,2,1,44.9
ACC00621,2022-04-22 21:00,West Bengal,Urban Road,Drunk Driving,Windy,Daylight,Truck,Serious,5,2,56.6
ACC00622,2020-03-28 04:00,Odisha,Rural Road,Drunk Driving,Windy,Night - Street Lit,Pedestrian,Minor,2,0,57.9
ACC00623,2021-08-10 01:00,Karnataka,Urban Road,Vehicle Failure,Foggy,Night - No Light,Bus,Fatal,1,1,104.0
ACC00624,2020-02-13 13:00,Tamil Nadu,Urban Road,Bad Weather,Windy,Night - Street Lit,Truck,Serious,0,0,24.4
ACC00625,2023-09-22 07:00,Tamil Nadu,Urban Road,Over Speeding,Foggy,Daylight,Bus,Minor,4,1,7.0
ACC00626,2020-09-15 06:00,Karnataka,Rural Road,Drunk Driving,Windy,Daylight,Bus,Fatal,0,0,44.3
ACC00627,2020-08-04 09:00,Gujarat,National Highway,Signal Jumping,Windy,Night - No Light,Auto-Rickshaw,Serious,0,0,28.8
ACC00628,2020-02-27 23:00,Madhya Pradesh,State Highway,Drunk Driving,Clear,Dawn/Dusk,Bus,Minor,2,0,49.4
ACC00629,2022-09-21 20:00,Maharashtra,State Highway,Over Speeding,Clear,Dawn/Dusk,Car,Fatal,4,1,103.3
ACC00630,2023-08-06 10:00,Madhya Pradesh,Expressway,Wrong Side Driving,Rainy,Night - Street Lit,Two-Wheeler,Fatal,1,1,35.9
ACC00631,2022-07-09 03:00,Odisha,Urban Road,Vehicle Failure,Clear,Night - Street Lit,Bus,Serious,3,1,5.9
ACC00632,2019-01-21 17:00,Odisha,National Highway,Over Speeding,Rainy,Daylight,Truck,Minor,3,2,68.4
ACC00633,2023-05-12 02:00,West Bengal,Expressway,Vehicle Failure,Windy,Daylight,Auto-Rickshaw,Fatal,0,0,117.7
ACC00634,2018-08-08 23:00,Odisha,State Highway,Bad Weather,Hazy,Night - Street Lit,Car,Fatal,4,1,100.4
ACC00635,2023-04-26 09:00,Tamil Nadu,State Highway,Poor Road Condition,Rainy,Dawn/Dusk,Car,Serious,1,0,112.8
ACC00636,2018-08-06 01:00,Uttar Pradesh,State Highway,Over Speeding,Foggy,Night - No Light,Truck,Serious,5,3,110.5
ACC00637,2018-04-03 23:00,Madhya Pradesh,Urban Road,Distracted Driving,Hazy,Night - No Light,Pedestrian,Fatal,1,0,68.6
ACC00638,2023-03-11 04:00,Odisha,National Highway,Bad Weather,Clear,Daylight,Two-Wheeler,Serious,2,0,6.4
ACC00639,2021-03-27 22:00,West Bengal,National Highway,Drunk Driving,Foggy,Night - No Light,Pedestrian,Fatal,0,0,98.5
ACC00640,2023-07-11 21:00,Tamil Nadu,Urban Road,Distracted Driving,Foggy,Night - Street Lit,Bus,Minor,3,0,52.7
ACC00641,2018-09-05 17:00,Karnataka,State Highway,Signal Jumping,Windy,Night - Street Lit,Truck,Minor,2,0,56.3
ACC00642,2018-05-09 20:00,Rajasthan,Urban Road,Vehicle Failure,Clear,Night - No Light,Truck,Fatal,0,0,84.3
ACC00643,2023-08-06 15:00,Bihar,National Highway,Over Speeding,Foggy,Night - No Light,Auto-Rickshaw,Serious,0,0,33.9
ACC00644,2023-11-18 04:00,Bihar,National Highway,Wrong Side Driving,Foggy,Dawn/Dusk,Two-Wheeler,Minor,3,0,76.2
ACC00645,2021-04-09 11:00,Bihar,Rural Road,Signal Jumping,Clear,Dawn/Dusk,Auto-Rickshaw,Fatal,3,0,89.9
ACC00646,2019-05-06 12:00,Karnataka,Rural Road,Bad Weather,Windy,Night - No Light,Pedestrian,Serious,4,3,7.5
ACC00647,2023-05-22 08:00,Bihar,National Highway,Wrong Side Driving,Hazy,Night - Street Lit,Pedestrian,Fatal,3,0,98.2
ACC00648,2020-02-28 21:00,Bihar,Expressway,Drunk Driving,Windy,Daylight,Auto-Rickshaw,Minor,2,0,38.1
ACC00649,2021-07-19 11:00,Gujarat,Rural Road,Vehicle Failure,Rainy,Daylight,Car,Fatal,2,0,69.1
ACC00650,2018-01-24 05:00,Odisha,State Highway,Vehicle Failure,Foggy,Night - Street Lit,Auto-Rickshaw,Minor,1,0,13.5
ACC00651,2020-09-25 10:00,Bihar,National Highway,Vehicle Failure,Hazy,Night - No Light,Car,Minor,2,1,101.8
ACC00652,2023-07-24 16:00,Karnataka,Urban Road,Drunk Driving,Clear,Night - Street Lit,Truck,Minor,4,2,25.4
ACC00653,2023-05-19 03:00,Tamil Nadu,Urban Road,Poor Road Condition,Hazy,Dawn/Dusk,Bus,Minor,1,0,0.4
ACC00654,2019-11-16 13:00,West Bengal,National Highway,Wrong Side Driving,Hazy,Daylight,Pedestrian,Serious,1,0,114.8
ACC00655,2020-07-11 05:00,Rajasthan,National Highway,Signal Jumping,Foggy,Night - No Light,Pedestrian,Minor,2,0,13.9
ACC00656,2020-03-14 13:00,Bihar,National Highway,Vehicle Failure,Rainy,Night - No Light,Auto-Rickshaw,Serious,1,0,43.6
ACC00657,2018-04-17 16:00,Uttar Pradesh,State Highway,Drunk Driving,Foggy,Night - Street Lit,Truck,Fatal,2,0,73.5
ACC00658,2019-06-18 15:00,Tamil Nadu,Urban Road,Bad Weather,Clear,Night - Street Lit,Pedestrian,Fatal,2,0,45.7
ACC00659,2019-06-10 18:00,Karnataka,Rural Road,Signal Jumping,Hazy,Night - No Light,Truck,Serious,3,0,67.1
ACC00660,2022-09-25 21:00,Bihar,Expressway,Signal Jumping,Clear,Night - No Light,Auto-Rickshaw,Minor,0,0,38.1
ACC00661,2021-09-05 22:00,West Bengal,State Highway,Poor Road Condition,Clear,Night - Street Lit,Two-Wheeler,Minor,4,3,10.0
ACC00662,2020-07-21 09:00,Gujarat,Rural Road,Vehicle Failure,Windy,Daylight,Car,Minor,1,0,108.1
ACC00663,2021-06-12 09:00,Uttar Pradesh,Rural Road,Distracted Driving,Windy,Night - No Light,Auto-Rickshaw,Serious,3,0,110.1
ACC00664,2023-12-19 09:00,Gujarat,Expressway,Vehicle Failure,Hazy,Dawn/Dusk,Auto-Rickshaw,Serious,3,0,88.5
ACC00665,2021-04-26 06:00,Tamil Nadu,Rural Road,Drunk Driving,Foggy,Night - Street Lit,Car,Serious,5,1,27.2
ACC00666,2018-09-26 06:00,Uttar Pradesh,Rural Road,Vehicle Failure,Clear,Night - No Light,Bus,Fatal,3,1,47.2
ACC00667,2021-10-07 15:00,Uttar Pradesh,Expressway,Signal Jumping,Foggy,Night - No Light,Car,Fatal,2,0,44.5
ACC00668,2019-12-27 13:00,West Bengal,Rural Road,Signal Jumping,Windy,Night - No Light,Auto-Rickshaw,Serious,1,0,78.7
ACC00669,2018-05-22 08:00,Tamil Nadu,National Highway,Wrong Side Driving,Hazy,Night - No Light,Two-Wheeler,Fatal,1,1,33.5
ACC00670,2020-03-11 13:00,Rajasthan,Expressway,Bad Weather,Rainy,Dawn/Dusk,Auto-Rickshaw,Fatal,2,2,18.2
ACC00671,2021-02-04 03:00,Bihar,Rural Road,Drunk Driving,Foggy,Dawn/Dusk,Bus,Minor,2,1,115.6
ACC00672,2023-10-17 11:00,Bihar,Rural Road,Bad Weather,Windy,Dawn/Dusk,Pedestrian,Minor,5,2,110.3
ACC00673,2022-06-05 05:00,Maharashtra,State Highway,Drunk Driving,Windy,Dawn/Dusk,Truck,Minor,2,0,16.4
ACC00674,2023-05-13 08:00,Bihar,Expressway,Drunk Driving,Windy,Dawn/Dusk,Truck,Fatal,3,0,61.5
ACC00675,2020-09-02 12:00,Gujarat,Rural Road,Vehicle Failure,Hazy,Night - Street Lit,Pedestrian,Serious,2,0,113.6
ACC00676,2019-08-13 00:00,Karnataka,National Highway,Signal Jumping,Foggy,Night - No Light,Two-Wheeler,Minor,2,0,109.9
ACC00677,2022-10-22 00:00,Maharashtra,Urban Road,Poor Road Condition,Foggy,Night - Street Lit,Car,Minor,1,1,103.4
ACC00678,2022-12-07 19:00,West Bengal,National Highway,Wrong Side Driving,Clear,Daylight,Two-Wheeler,Fatal,1,1,73.4
ACC00679,2022-08-07 07:00,Bihar,Urban Road,Wrong Side Driving,Hazy,Night - No Light,Auto-Rickshaw,Serious,1,0,80.7
ACC00680,2019-07-20 10:00,Tamil Nadu,Urban Road,Wrong Side Driving,Hazy,Daylight,Two-Wheeler,Serious,3,2,20.9
ACC00681,2018-11-01 19:00,West Bengal,National Highway,Distracted Driving,Foggy,Daylight,Truck,Fatal,2,1,107.6
ACC00682,2018-09-26 02:00,Gujarat,State Highway,Distracted Driving,Clear,Night - Street Lit,Bus,Fatal,1,0,41.7
ACC00683,2023-10-19 23:00,Uttar Pradesh,Expressway,Signal Jumping,Rainy,Daylight,Pedestrian,Fatal,3,0,17.4
ACC00684,2019-07-25 11:00,Bihar,Rural Road,Distracted Driving,Foggy,Night - Street Lit,Pedestrian,Minor,4,0,23.0
ACC00685,2022-03-08 04:00,Uttar Pradesh,State Highway,Vehicle Failure,Rainy,Daylight,Car,Minor,3,1,61.7
ACC00686,2019-07-18 08:00,West Bengal,National Highway,Over Speeding,Windy,Daylight,Truck,Fatal,1,0,91.7
ACC00687,2018-02-19 19:00,Maharashtra,State Highway,Vehicle Failure,Rainy,Daylight,Bus,Fatal,1,0,112.1
ACC00688,2019-12-10 14:00,Tamil Nadu,National Highway,Poor Road Condition,Hazy,Daylight,Bus,Minor,0,0,102.1
ACC00689,2020-09-15 16:00,Bihar,Expressway,Bad Weather,Windy,Night - No Light,Bus,Minor,1,1,119.1
ACC00690,2023-04-27 14:00,Gujarat,State Highway,Bad Weather,Foggy,Night - Street Lit,Truck,Fatal,1,0,96.3
ACC00691,2018-11-11 06:00,Tamil Nadu,State Highway,Signal Jumping,Windy,Daylight,Car,Serious,3,0,60.4
ACC00692,2018-11-28 12:00,West Bengal,Urban Road,Signal Jumping,Rainy,Night - Street Lit,Bus,Serious,6,3,35.8
ACC00693,2020-07-24 06:00,Gujarat,National Highway,Bad Weather,Foggy,Night - Street Lit,Two-Wheeler,Serious,1,0,65.7
ACC00694,2020-06-18 23:00,Bihar,State Highway,Vehicle Failure,Hazy,Daylight,Two-Wheeler,Minor,1,0,76.5
ACC00695,2023-10-19 23:00,Tamil Nadu,State Highway,Over Speeding,Windy,Night - Street Lit,Bus,Fatal,0,0,47.6
ACC00696,2020-09-13 19:00,Odisha,Urban Road,Over Speeding,Windy,Dawn/Dusk,Car,Minor,0,0,74.1
ACC00697,2019-06-06 22:00,Bihar,Expressway,Drunk Driving,Rainy,Dawn/Dusk,Truck,Fatal,2,1,37.5
ACC00698,2018-04-28 09:00,Karnataka,Urban Road,Signal Jumping,Windy,Dawn/Dusk,Truck,Serious,2,0,79.6
ACC00699,2018-01-08 06:00,Gujarat,Urban Road,Poor Road Condition,Foggy,Night - No Light,Car,Fatal,0,0,37.4
ACC00700,2019-05-19 06:00,Tamil Nadu,Urban Road,Bad Weather,Clear,Night - Street Lit,Two-Wheeler,Serious,1,0,49.5
ACC00701,2021-06-11 02:00,Bihar,Expressway,Poor Road Condition,Windy,Night - No Light,Pedestrian,Fatal,3,2,49.8
ACC00702,2020-10-17 20:00,Rajasthan,State Highway,Bad Weather,Foggy,Dawn/Dusk,Two-Wheeler,Minor,4,1,12.4
ACC00703,2020-06-17 10:00,Rajasthan,Expressway,Distracted Driving,Rainy,Night - Street Lit,Bus,Fatal,0,0,94.9
ACC00704,2018-01-06 00:00,Maharashtra,Expressway,Wrong Side Driving,Foggy,Daylight,Truck,Serious,4,0,63.2
ACC00705,2018-08-21 16:00,Uttar Pradesh,Urban Road,Vehicle Failure,Clear,Night - No Light,Pedestrian,Minor,4,0,51.9
ACC00706,2018-02-28 08:00,West Bengal,National Highway,Drunk Driving,Hazy,Night - No Light,Pedestrian,Serious,1,1,28.3
ACC00707,2022-03-25 01:00,Bihar,Urban Road,Signal Jumping,Foggy,Dawn/Dusk,Truck,Fatal,2,1,47.0
ACC00708,2020-11-07 02:00,Gujarat,National Highway,Bad Weather,Foggy,Dawn/Dusk,Truck,Serious,1,0,82.9
ACC00709,2021-12-02 16:00,Madhya Pradesh,Expressway,Bad Weather,Clear,Daylight,Auto-Rickshaw,Fatal,4,1,71.0
ACC00710,2022-09-27 01:00,Gujarat,National Highway,Vehicle Failure,Windy,Dawn/Dusk,Car,Fatal,1,1,5.1
ACC00711,2023-09-05 19:00,Gujarat,State Highway,Drunk Driving,Hazy,Night - No Light,Auto-Rickshaw,Minor,1,1,72.7
ACC00712,2022-08-18 16:00,Maharashtra,Expressway,Over Speeding,Windy,Dawn/Dusk,Two-Wheeler,Serious,4,2,70.9
ACC00713,2023-09-05 20:00,Madhya Pradesh,Rural Road,Vehicle Failure,Windy,Daylight,Truck,Minor,4,3,19.2
ACC00714,2022-09-22 23:00,Madhya Pradesh,National Highway,Over Speeding,Rainy,Night - No Light,Car,Fatal,3,0,56.6
ACC00715,2019-10-12 14:00,Bihar,Expressway,Distracted Driving,Hazy,Night - No Light,Auto-Rickshaw,Minor,3,0,5.0
ACC00716,2022-01-12 06:00,West Bengal,State Highway,Wrong Side Driving,Windy,Night - Street Lit,Bus,Fatal,2,0,118.4
ACC00717,2023-05-27 12:00,Uttar Pradesh,Expressway,Wrong Side Driving,Clear,Daylight,Two-Wheeler,Minor,0,0,22.0
ACC00718,2020-10-25 13:00,Tamil Nadu,Rural Road,Poor Road Condition,Foggy,Daylight,Bus,Minor,2,2,59.3
ACC00719,2018-10-07 11:00,West Bengal,State Highway,Over Speeding,Foggy,Night - Street Lit,Bus,Minor,0,0,80.6
ACC00720,2022-03-22 09:00,Tamil Nadu,State Highway,Distracted Driving,Foggy,Daylight,Auto-Rickshaw,Serious,0,0,61.9
ACC00721,2022-11-06 05:00,Odisha,State Highway,Vehicle Failure,Foggy,Night - Street Lit,Pedestrian,Fatal,1,0,15.8
ACC00722,2018-03-24 13:00,Rajasthan,State Highway,Vehicle Failure,Rainy,Night - Street Lit,Two-Wheeler,Serious,1,0,35.1
ACC00723,2020-05-15 14:00,Gujarat,Urban Road,Over Speeding,Rainy,Night - No Light,Two-Wheeler,Minor,5,1,117.9
ACC00724,2018-02-18 11:00,Bihar,Expressway,Distracted Driving,Clear,Dawn/Dusk,Bus,Fatal,0,0,31.7
ACC00725,2023-07-21 14:00,Uttar Pradesh,State Highway,Drunk Driving,Clear,Dawn/Dusk,Bus,Fatal,0,0,115.8
ACC00726,2023-05-07 07:00,Tamil Nadu,Rural Road,Drunk Driving,Windy,Night - Street Lit,Bus,Fatal,3,1,72.9
ACC00727,2018-09-08 19:00,Gujarat,Urban Road,Drunk Driving,Clear,Night - Street Lit,Bus,Fatal,1,1,95.8
ACC00728,2023-02-12 21:00,Karnataka,Rural Road,Bad Weather,Clear,Dawn/Dusk,Truck,Fatal,3,0,61.9
ACC00729,2021-12-15 05:00,Madhya Pradesh,State Highway,Drunk Driving,Clear,Daylight,Pedestrian,Serious,0,0,26.8
ACC00730,2021-05-11 14:00,Bihar,Expressway,Signal Jumping,Rainy,Night - Street Lit,Auto-Rickshaw,Fatal,4,1,4.0
ACC00731,2021-07-20 06:00,Karnataka,State Highway,Signal Jumping,Foggy,Night - No Light,Bus,Minor,3,0,70.3
ACC00732,2020-09-28 17:00,Tamil Nadu,Urban Road,Vehicle Failure,Hazy,Night - Street Lit,Auto-Rickshaw,Serious,3,0,114.0
ACC00733,2020-08-19 19:00,Gujarat,State Highway,Wrong Side Driving,Clear,Night - Street Lit,Car,Minor,1,0,76.3
ACC00734,2018-04-21 21:00,Uttar Pradesh,National Highway,Drunk Driving,Foggy,Night - Street Lit,Bus,Serious,1,0,34.9
ACC00735,2023-06-20 07:00,Rajasthan,National Highway,Bad Weather,Windy,Night - Street Lit,Two-Wheeler,Minor,0,0,68.1
ACC00736,2023-03-19 17:00,West Bengal,Rural Road,Over Speeding,Foggy,Night - Street Lit,Two-Wheeler,Minor,4,3,43.8
ACC00737,2019-12-27 19:00,Odisha,Expressway,Vehicle Failure,Hazy,Dawn/Dusk,Pedestrian,Serious,0,0,114.3
ACC00738,2018-10-23 00:00,West Bengal,Rural Road,Bad Weather,Hazy,Dawn/Dusk,Two-Wheeler,Fatal,2,0,118.7
ACC00739,2023-07-05 22:00,Madhya Pradesh,Urban Road,Signal Jumping,Clear,Dawn/Dusk,Car,Minor,2,0,60.5
ACC00740,2018-05-18 16:00,Maharashtra,State Highway,Vehicle Failure,Hazy,Daylight,Bus,Fatal,5,1,111.2
ACC00741,2020-02-12 22:00,Odisha,Expressway,Bad Weather,Rainy,Night - Street Lit,Truck,Serious,3,1,111.9
ACC00742,2018-09-08 22:00,Maharashtra,National Highway,Wrong Side Driving,Rainy,Night - No Light,Car,Fatal,0,0,75.6
ACC00743,2019-11-22 00:00,Bihar,Urban Road,Bad Weather,Windy,Dawn/Dusk,Auto-Rickshaw,Serious,0,0,77.2
ACC00744,2019-11-13 09:00,Odisha,Urban Road,Signal Jumping,Clear,Night - No Light,Truck,Serious,1,0,55.4
ACC00745,2019-01-18 03:00,Madhya Pradesh,Expressway,Over Speeding,Windy,Daylight,Truck,Minor,1,0,38.8
ACC00746,2023-10-15 00:00,Gujarat,Urban Road,Signal Jumping,Foggy,Night - Street Lit,Two-Wheeler,Minor,2,0,111.2
ACC00747,2022-07-20 11:00,Rajasthan,State Highway,Poor Road Condition,Clear,Daylight,Car,Serious,3,0,29.5
ACC00748,2021-07-02 06:00,Bihar,National Highway,Vehicle Failure,Rainy,Daylight,Auto-Rickshaw,Minor,3,2,24.4
ACC00749,2018-02-21 09:00,Gujarat,Urban Road,Distracted Driving,Windy,Night - Street Lit,Auto-Rickshaw,Serious,3,0,26.5
ACC00750,2018-02-02 17:00,Uttar Pradesh,National Highway,Vehicle Failure,Foggy,Night - Street Lit,Bus,Minor,1,0,20.1
ACC00751,2020-06-16 18:00,Tamil Nadu,Rural Road,Drunk Driving,Rainy,Night - No Light,Car,Fatal,3,1,27.6
ACC00752,2019-09-12 03:00,West Bengal,Expressway,Over Speeding,Hazy,Night - No Light,Truck,Serious,5,1,107.3
ACC00753,2022-02-09 22:00,Odisha,National Highway,Signal Jumping,Rainy,Dawn/Dusk,Auto-Rickshaw,Serious,1,0,35.1
ACC00754,2023-04-01 12:00,Gujarat,Expressway,Wrong Side Driving,Windy,Daylight,Bus,Minor,2,1,35.7
ACC00755,2020-02-18 13:00,Odisha,National Highway,Over Speeding,Hazy,Daylight,Truck,Fatal,1,1,5.7
ACC00756,2019-08-16 10:00,Uttar Pradesh,State Highway,Distracted Driving,Rainy,Dawn/Dusk,Pedestrian,Minor,1,1,54.0
ACC00757,2023-01-09 21:00,Tamil Nadu,Urban Road,Drunk Driving,Foggy,Night - No Light,Pedestrian,Serious,5,1,38.7
ACC00758,2022-08-11 16:00,Rajasthan,Rural Road,Bad Weather,Rainy,Night - Street Lit,Auto-Rickshaw,Fatal,4,2,75.4
ACC00759,2023-07-07 05:00,West Bengal,Urban Road,Bad Weather,Foggy,Daylight,Pedestrian,Fatal,2,2,78.6
ACC00760,2019-12-15 12:00,Gujarat,National Highway,Signal Jumping,Windy,Dawn/Dusk,Bus,Minor,3,1,52.4
ACC00761,2022-04-25 06:00,Gujarat,Rural Road,Vehicle Failure,Clear,Night - No Light,Auto-Rickshaw,Minor,2,1,72.0
ACC00762,2019-07-13 23:00,Odisha,State Highway,Poor Road Condition,Hazy,Night - No Light,Auto-Rickshaw,Minor,2,0,26.1
ACC00763,2023-08-03 08:00,Tamil Nadu,Expressway,Vehicle Failure,Rainy,Night - Street Lit,Two-Wheeler,Serious,1,0,31.1
ACC00764,2021-04-16 15:00,Rajasthan,State Highway,Distracted Driving,Hazy,Night - Street Lit,Bus,Serious,0,0,47.8
ACC00765,2020-12-12 02:00,Maharashtra,Rural Road,Distracted Driving,Rainy,Night - Street Lit,Two-Wheeler,Fatal,4,1,54.8
ACC00766,2018-08-01 21:00,Uttar Pradesh,State Highway,Distracted Driving,Windy,Night - Street Lit,Truck,Serious,2,1,19.3
ACC00767,2019-03-28 10:00,Maharashtra,Rural Road,Drunk Driving,Clear,Night - No Light,Pedestrian,Fatal,1,0,111.7
ACC00768,2022-08-28 14:00,West Bengal,Expressway,Bad Weather,Hazy,Night - Street Lit,Bus,Fatal,2,1,47.5
ACC00769,2020-11-02 01:00,Uttar Pradesh,Rural Road,Distracted Driving,Rainy,Night - No Light,Pedestrian,Serious,0,0,58.4
ACC00770,2020-11-05 21:00,West Bengal,National Highway,Distracted Driving,Foggy,Daylight,Truck,Fatal,0,0,2.3
ACC00771,2020-06-23 12:00,West Bengal,Expressway,Over Speeding,Clear,Night - Street Lit,Pedestrian,Serious,0,0,52.1
ACC00772,2019-04-19 10:00,Madhya Pradesh,Rural Road,Poor Road Condition,Windy,Night - No Light,Auto-Rickshaw,Fatal,0,0,50.7
ACC00773,2022-08-01 16:00,Karnataka,State Highway,Drunk Driving,Windy,Night - No Light,Car,Minor,2,0,78.7
ACC00774,2020-03-19 19:00,West Bengal,State Highway,Bad Weather,Clear,Dawn/Dusk,Bus,Minor,5,1,29.9
ACC00775,2020-07-10 01:00,Odisha,Urban Road,Vehicle Failure,Foggy,Dawn/Dusk,Bus,Minor,3,1,108.6
ACC00776,2019-10-06 15:00,West Bengal,State Highway,Signal Jumping,Windy,Night - Street Lit,Bus,Serious,2,0,70.6
ACC00777,2019-05-25 16:00,Odisha,Urban Road,Wrong Side Driving,Windy,Daylight,Two-Wheeler,Fatal,3,1,108.1
ACC00778,2020-09-27 16:00,Karnataka,Urban Road,Vehicle Failure,Windy,Night - No Light,Car,Fatal,2,1,50.3
ACC00779,2023-07-23 15:00,Madhya Pradesh,Urban Road,Over Speeding,Hazy,Night - Street Lit,Car,Minor,3,0,113.7
ACC00780,2020-02-22 12:00,Gujarat,State Highway,Vehicle Failure,Windy,Night - Street Lit,Bus,Serious,2,0,37.7
ACC00781,2021-02-13 22:00,Uttar Pradesh,Rural Road,Drunk Driving,Rainy,Night - No Light,Truck,Serious,1,0,68.5
ACC00782,2022-04-20 19:00,Bihar,State Highway,Distracted Driving,Clear,Night - No Light,Car,Fatal,0,0,39.3
ACC00783,2018-06-15 17:00,Gujarat,Rural Road,Drunk Driving,Foggy,Daylight,Pedestrian,Serious,0,0,82.3
ACC00784,2023-03-04 08:00,Gujarat,State Highway,Over Speeding,Foggy,Night - Street Lit,Car,Serious,3,2,68.4
ACC00785,2023-11-21 13:00,Tamil Nadu,Expressway,Signal Jumping,Clear,Night - No Light,Pedestrian,Fatal,2,0,107.8
ACC00786,2022-06-04 18:00,Karnataka,National Highway,Bad Weather,Foggy,Night - No Light,Truck,Minor,2,1,53.4
ACC00787,2023-11-28 11:00,Tamil Nadu,Expressway,Distracted Driving,Foggy,Night - No Light,Bus,Minor,1,1,50.4
ACC00788,2020-04-16 07:00,Karnataka,National Highway,Over Speeding,Clear,Daylight,Pedestrian,Fatal,1,0,19.5
ACC00789,2022-12-26 17:00,Odisha,State Highway,Drunk Driving,Windy,Night - No Light,Car,Serious,3,3,118.0
ACC00790,2020-11-19 18:00,Bihar,Urban Road,Poor Road Condition,Clear,Night - No Light,Car,Fatal,1,0,36.5
ACC00791,2020-05-19 18:00,Gujarat,Rural Road,Drunk Driving,Hazy,Daylight,Auto-Rickshaw,Serious,2,1,105.1
ACC00792,2023-10-26 23:00,Madhya Pradesh,Expressway,Drunk Driving,Hazy,Dawn/Dusk,Pedestrian,Fatal,3,0,45.0
ACC00793,2019-11-12 15:00,Uttar Pradesh,Urban Road,Over Speeding,Hazy,Night - No Light,Bus,Fatal,1,0,0.0
ACC00794,2023-12-14 14:00,Maharashtra,Rural Road,Signal Jumping,Foggy,Night - No Light,Truck,Minor,1,1,17.1
ACC00795,2021-07-23 10:00,Gujarat,National Highway,Vehicle Failure,Rainy,Night - Street Lit,Two-Wheeler,Minor,4,1,41.3
ACC00796,2018-02-09 23:00,Odisha,Expressway,Distracted Driving,Rainy,Night - No Light,Pedestrian,Fatal,3,2,87.6
ACC00797,2018-07-26 04:00,Madhya Pradesh,Rural Road,Distracted Driving,Rainy,Daylight,Bus,Fatal,1,1,60.4
ACC00798,2020-07-15 02:00,Odisha,Expressway,Drunk Driving,Windy,Night - Street Lit,Pedestrian,Minor,3,2,94.9
ACC00799,2023-06-05 16:00,Bihar,Expressway,Bad Weather,Rainy,Daylight,Pedestrian,Minor,4,1,1.3
ACC00800,2018-05-15 15:00,Odisha,Urban Road,Distracted Driving,Clear,Night - Street Lit,Truck,Fatal,2,0,61.9
ACC00801,2018-12-23 21:00,Odisha,National Highway,Signal Jumping,Windy,Night - Street Lit,Truck,Serious,1,0,4.5
ACC00802,2020-05-11 05:00,West Bengal,Rural Road,Poor Road Condition,Hazy,Daylight,Bus,Serious,2,2,109.6
ACC00803,2018-08-18 02:00,Uttar Pradesh,Expressway,Over Speeding,Foggy,Night - Street Lit,Auto-Rickshaw,Serious,3,2,33.0
ACC00804,2020-08-27 06:00,Gujarat,Expressway,Poor Road Condition,Foggy,Daylight,Auto-Rickshaw,Fatal,3,1,61.6
ACC00805,2021-09-20 15:00,Bihar,National Highway,Bad Weather,Hazy,Daylight,Bus,Serious,3,0,118.4
ACC00806,2018-09-13 19:00,West Bengal,State Highway,Distracted Driving,Hazy,Dawn/Dusk,Bus,Fatal,3,1,69.9
ACC00807,2021-04-18 22:00,Odisha,Rural Road,Over Speeding,Clear,Night - Street Lit,Pedestrian,Minor,0,0,51.6
ACC00808,2019-12-15 20:00,Karnataka,State Highway,Signal Jumping,Rainy,Night - No Light,Bus,Serious,3,0,65.5
ACC00809,2019-05-18 06:00,Madhya Pradesh,National Highway,Bad Weather,Windy,Dawn/Dusk,Bus,Serious,2,0,111.8
ACC00810,2021-03-12 22:00,Maharashtra,National Highway,Bad Weather,Foggy,Night - Street Lit,Two-Wheeler,Minor,1,0,0.0
ACC00811,2020-02-05 23:00,Maharashtra,Rural Road,Signal Jumping,Foggy,Daylight,Auto-Rickshaw,Fatal,2,1,79.5
